ZipCode,City,County,State,CountyFIPS,StateFIPS,TimeZone,DayLightSavings,ZipLatitude,ZipLongitude
12725,CLARYVILLE,SULLIVAN,NY,105,36,-5,Y,41.959556,-74.542036
12726,COCHECTON,SULLIVAN,NY,105,36,-5,Y,41.694543,-74.974424
12727,COCHECTON,SULLIVAN,NY,105,36,-5,Y,41.658751,-74.941344
12729,CUDDEBACKVILLE,ORANGE,NY,071,36,-5,Y,41.493810,-74.624218
12732,ELDRED,SULLIVAN,NY,105,36,-5,Y,41.552762,-74.882800
12733,FALLSBURG,SULLIVAN,NY,105,36,-5,Y,41.737398,-74.610411
12734,FERNDALE,SULLIVAN,NY,105,36,-5,Y,41.732890,-74.750006
12736,FREMONT CENTER,SULLIVAN,NY,105,36,-5,Y,41.847860,-75.033756
12737,GLEN SPEY,SULLIVAN,NY,105,36,-5,Y,41.517512,-74.810505
12738,GLEN WILD,SULLIVAN,NY,105,36,-5,Y,41.658885,-74.572906
12740,GRAHAMSVILLE,SULLIVAN,NY,105,36,-5,Y,41.886422,-74.465958
12741,HANKINS,SULLIVAN,NY,105,36,-5,Y,41.842511,-75.087301
12742,HARRIS,SULLIVAN,NY,105,36,-5,Y,41.716796,-74.721685
12743,HIGHLAND LAKE,SULLIVAN,NY,105,36,-5,Y,41.535526,-74.841380
12745,HORTONVILLE,SULLIVAN,NY,105,36,-5,Y,41.780348,-75.024292
12746,HUGUENOT,ORANGE,NY,071,36,-5,Y,41.429492,-74.653177
12747,HURLEYVILLE,SULLIVAN,NY,105,36,-5,Y,41.768927,-74.662966
12748,JEFFERSONVILLE,SULLIVAN,NY,105,36,-5,Y,41.779438,-74.915476
12749,KAUNEONGA LAKE,SULLIVAN,NY,105,36,-5,Y,41.689663,-74.828406
12750,KENOZA LAKE,SULLIVAN,NY,105,36,-5,Y,41.725090,-74.965204
12751,KIAMESHA LAKE,SULLIVAN,NY,105,36,-5,Y,41.677160,-74.671381
12752,LAKE HUNTINGTON,SULLIVAN,NY,105,36,-5,Y,41.693763,-74.989680
12754,LIBERTY,SULLIVAN,NY,105,36,-5,Y,41.795736,-74.746298
12758,LIVINGSTON MANOR,SULLIVAN,NY,105,36,-5,Y,41.930447,-74.724966
12759,LOCH SHELDRAKE,SULLIVAN,NY,105,36,-5,Y,41.795164,-74.652410
12760,LONG EDDY,SULLIVAN,NY,105,36,-5,Y,41.911083,-75.115178
12762,MONGAUP VALLEY,SULLIVAN,NY,105,36,-5,Y,41.687412,-74.789521
12763,MOUNTAIN DALE,SULLIVAN,NY,105,36,-5,Y,41.685198,-74.532408
12764,NARROWSBURG,SULLIVAN,NY,105,36,-5,Y,41.594995,-74.973611
12765,NEVERSINK,SULLIVAN,NY,105,36,-5,Y,41.850744,-74.618401
12766,NORTH BRANCH,SULLIVAN,NY,105,36,-5,Y,41.815110,-74.969813
12767,OBERNBURG,SULLIVAN,NY,105,36,-5,Y,41.844800,-75.007500
12768,PARKSVILLE,SULLIVAN,NY,105,36,-5,Y,41.864508,-74.714913
12769,PHILLIPSPORT,SULLIVAN,NY,105,36,-5,Y,41.650800,-74.436200
12770,POND EDDY,SULLIVAN,NY,105,36,-5,Y,41.457481,-74.861988
12771,PORT JERVIS,ORANGE,NY,071,36,-5,Y,41.370322,-74.642474
12775,ROCK HILL,SULLIVAN,NY,105,36,-5,Y,41.615014,-74.580257
12776,ROSCOE,SULLIVAN,NY,105,36,-5,Y,41.913307,-74.925462
12777,FORESTBURGH,SULLIVAN,NY,105,36,-5,Y,41.548777,-74.702469
12778,SMALLWOOD,SULLIVAN,NY,105,36,-5,Y,41.639595,-74.811223
12779,SOUTH FALLSBURG,SULLIVAN,NY,105,36,-5,Y,41.705862,-74.636905
12780,SPARROW BUSH,ORANGE,NY,071,36,-5,Y,41.439486,-74.743717
12781,SUMMITVILLE,SULLIVAN,NY,105,36,-5,Y,41.621400,-74.451300
12783,SWAN LAKE,SULLIVAN,NY,105,36,-5,Y,41.742590,-74.844815
12784,THOMPSONVILLE,SULLIVAN,NY,105,36,-5,Y,41.667259,-74.617885
12785,WESTBROOKVILLE,SULLIVAN,NY,105,36,-5,Y,41.520998,-74.589099
12786,WHITE LAKE,SULLIVAN,NY,105,36,-5,Y,41.661900,-74.855309
12787,WHITE SULPHUR SPRINGS,SULLIVAN,NY,105,36,-5,Y,41.803479,-74.844264
12788,WOODBOURNE,SULLIVAN,NY,105,36,-5,Y,41.801414,-74.581929
12789,WOODRIDGE,SULLIVAN,NY,105,36,-5,Y,41.712392,-74.576790
12790,WURTSBORO,SULLIVAN,NY,105,36,-5,Y,41.597796,-74.525161
12791,YOUNGSVILLE,SULLIVAN,NY,105,36,-5,Y,41.797600,-74.878666
12792,YULAN,SULLIVAN,NY,105,36,-5,Y,41.525052,-74.920362
12801,GLENS FALLS,WARREN,NY,113,36,-5,Y,43.308232,-73.640858
12803,SOUTH GLENS FALLS,SARATOGA,NY,091,36,-5,Y,43.284289,-73.632354
12804,QUEENSBURY,WARREN,NY,113,36,-5,Y,43.365719,-73.671277
12808,ADIRONDACK,WARREN,NY,113,36,-5,Y,43.743124,-73.743322
12809,ARGYLE,WASHINGTON,NY,115,36,-5,Y,43.241868,-73.466629
12810,ATHOL,WARREN,NY,113,36,-5,Y,43.480166,-73.887732
12811,BAKERS MILLS,WARREN,NY,113,36,-5,Y,43.614900,-74.025500
12812,BLUE MOUNTAIN LAKE,HAMILTON,NY,041,36,-5,Y,43.832938,-74.424080
12814,BOLTON LANDING,WARREN,NY,113,36,-5,Y,43.606002,-73.632857
12815,BRANT LAKE,WARREN,NY,113,36,-5,Y,43.718782,-73.704826
12816,CAMBRIDGE,WASHINGTON,NY,115,36,-5,Y,43.062802,-73.401231
12817,CHESTERTOWN,WARREN,NY,113,36,-5,Y,43.637990,-73.822232
12819,CLEMONS,WASHINGTON,NY,115,36,-5,Y,43.602017,-73.498426
12820,CLEVERDALE,WARREN,NY,113,36,-5,Y,43.477300,-73.643300
12821,COMSTOCK,WASHINGTON,NY,115,36,-5,Y,43.452582,-73.407220
12822,CORINTH,SARATOGA,NY,091,36,-5,Y,43.249164,-73.880538
12823,COSSAYUNA,WASHINGTON,NY,115,36,-5,Y,43.176807,-73.400950
12824,DIAMOND POINT,WARREN,NY,113,36,-5,Y,43.543932,-73.681172
12827,FORT ANN,WASHINGTON,NY,115,36,-5,Y,43.444160,-73.497678
12828,FORT EDWARD,WASHINGTON,NY,115,36,-5,Y,43.239236,-73.596574
12831,GANSEVOORT,SARATOGA,NY,091,36,-5,Y,43.193372,-73.683274
12832,GRANVILLE,WASHINGTON,NY,115,36,-5,Y,43.359526,-73.328353
12833,GREENFIELD CENTER,SARATOGA,NY,091,36,-5,Y,43.155568,-73.850894
12834,GREENWICH,WASHINGTON,NY,115,36,-5,Y,43.089134,-73.494792
12835,HADLEY,SARATOGA,NY,091,36,-5,Y,43.306500,-73.966435
12836,HAGUE,WARREN,NY,113,36,-5,Y,43.719669,-73.538386
12837,HAMPTON,WASHINGTON,NY,115,36,-5,Y,43.500938,-73.272354
12838,HARTFORD,WASHINGTON,NY,115,36,-5,Y,43.336208,-73.404696
12839,HUDSON FALLS,WASHINGTON,NY,115,36,-5,Y,43.343478,-73.549987
12841,HULETTS LANDING,WASHINGTON,NY,115,36,-5,Y,43.651946,-73.509730
12842,INDIAN LAKE,HAMILTON,NY,041,36,-5,Y,43.750517,-74.253043
12843,JOHNSBURG,WARREN,NY,113,36,-5,Y,43.599046,-74.058098
12844,KATTSKILL BAY,WARREN,NY,113,36,-5,Y,43.489773,-73.621170
12845,LAKE GEORGE,WARREN,NY,113,36,-5,Y,43.427296,-73.707262
12846,LAKE LUZERNE,WARREN,NY,113,36,-5,Y,43.315426,-73.811897
12847,LONG LAKE,HAMILTON,NY,041,36,-5,Y,43.925661,-74.554887
12848,MIDDLE FALLS,WASHINGTON,NY,115,36,-5,Y,43.100800,-73.525600
12849,MIDDLE GRANVILLE,WASHINGTON,NY,115,36,-5,Y,43.447912,-73.299573
12850,MIDDLE GROVE,SARATOGA,NY,091,36,-5,Y,43.100350,-73.972744
12851,MINERVA,ESSEX,NY,031,36,-5,Y,43.818343,-74.017398
12852,NEWCOMB,ESSEX,NY,031,36,-5,Y,43.999198,-74.114938
12853,NORTH CREEK,WARREN,NY,113,36,-5,Y,43.689060,-73.941212
12854,NORTH GRANVILLE,WASHINGTON,NY,115,36,-5,Y,43.500522,-73.344433
12855,NORTH HUDSON,ESSEX,NY,031,36,-5,Y,44.011553,-73.819733
12856,NORTH RIVER,WARREN,NY,113,36,-5,Y,43.632665,-74.130924
12857,OLMSTEDVILLE,ESSEX,NY,031,36,-5,Y,43.850640,-74.094005
12858,PARADOX,ESSEX,NY,031,36,-5,Y,43.887429,-73.678478
12859,PORTER CORNERS,SARATOGA,NY,091,36,-5,Y,43.169676,-73.917946
12860,POTTERSVILLE,WARREN,NY,113,36,-5,Y,43.724565,-73.819601
12861,PUTNAM STATION,WASHINGTON,NY,115,36,-5,Y,43.752996,-73.417308
12862,RIPARIUS,WARREN,NY,113,36,-5,Y,43.661900,-73.897800
12863,ROCK CITY FALLS,SARATOGA,NY,091,36,-5,Y,43.060028,-73.928531
12864,SABAEL,HAMILTON,NY,041,36,-5,Y,43.728600,-74.306400
12865,SALEM,WASHINGTON,NY,115,36,-5,Y,43.218600,-73.351778
12866,SARATOGA SPRINGS,SARATOGA,NY,091,36,-5,Y,43.050360,-73.753940
12870,SCHROON LAKE,ESSEX,NY,031,36,-5,Y,43.857074,-73.774615
12871,SCHUYLERVILLE,SARATOGA,NY,091,36,-5,Y,43.096262,-73.618254
12872,SEVERANCE,ESSEX,NY,031,36,-5,Y,43.876364,-73.716357
12873,SHUSHAN,WASHINGTON,NY,115,36,-5,Y,43.117998,-73.318960
12874,SILVER BAY,WARREN,NY,113,36,-5,Y,43.691873,-73.551128
12878,STONY CREEK,WARREN,NY,113,36,-5,Y,43.429564,-74.011864
12879,NEWCOMB,ESSEX,NY,031,36,-5,Y,44.050800,-74.039600
12883,TICONDEROGA,ESSEX,NY,031,36,-5,Y,43.851792,-73.503012
12884,VICTORY MILLS,SARATOGA,NY,091,36,-5,Y,43.087500,-73.595700
12885,WARRENSBURG,WARREN,NY,113,36,-5,Y,43.533630,-73.838111
12886,WEVERTOWN,WARREN,NY,113,36,-5,Y,43.649946,-73.927184
12887,WHITEHALL,WASHINGTON,NY,115,36,-5,Y,43.574936,-73.382172
12901,PLATTSBURGH,CLINTON,NY,019,36,-5,Y,44.704390,-73.456404
12903,PLATTSBURGH,CLINTON,NY,019,36,-5,Y,44.662306,-73.463226
12910,ALTONA,CLINTON,NY,019,36,-5,Y,44.849937,-73.647442
12911,KEESEVILLE,CLINTON,NY,019,36,-5,Y,44.516429,-73.462323
12912,AU SABLE FORKS,CLINTON,NY,019,36,-5,Y,44.457023,-73.779340
12913,BLOOMINGDALE,ESSEX,NY,031,36,-5,Y,44.401733,-74.007196
12914,BOMBAY,FRANKLIN,NY,033,36,-5,Y,44.930567,-74.609694
12915,BRAINARDSVILLE,FRANKLIN,NY,033,36,-5,Y,44.857500,-74.033900
12916,BRUSHTON,FRANKLIN,NY,033,36,-5,Y,44.840522,-74.511991
12917,BURKE,FRANKLIN,NY,033,36,-5,Y,44.920076,-74.167333
12918,CADYVILLE,CLINTON,NY,019,36,-5,Y,44.700548,-73.674029
12919,CHAMPLAIN,CLINTON,NY,019,36,-5,Y,44.961284,-73.437880
12920,CHATEAUGAY,FRANKLIN,NY,033,36,-5,Y,44.883736,-74.057941
12921,CHAZY,CLINTON,NY,019,36,-5,Y,44.876834,-73.439722
12922,CHILDWOLD,SAINT LAWRENCE,NY,089,36,-5,Y,44.230152,-74.660069
12923,CHURUBUSCO,CLINTON,NY,019,36,-5,Y,44.938197,-73.918538
12924,KEESEVILLE,CLINTON,NY,019,36,-5,Y,44.494359,-73.573162
12926,CONSTABLE,FRANKLIN,NY,033,36,-5,Y,44.945946,-74.332280
12927,CRANBERRY LAKE,SAINT LAWRENCE,NY,089,36,-5,Y,44.241300,-74.862072
12928,CROWN POINT,ESSEX,NY,031,36,-5,Y,43.961010,-73.526795
12929,DANNEMORA,CLINTON,NY,019,36,-5,Y,44.718500,-73.719200
12930,DICKINSON CENTER,FRANKLIN,NY,033,36,-5,Y,44.730510,-74.546050
12932,ELIZABETHTOWN,ESSEX,NY,031,36,-5,Y,44.196217,-73.611480
12933,ELLENBURG,CLINTON,NY,019,36,-5,Y,44.893600,-73.836600
12934,ELLENBURG CENTER,CLINTON,NY,019,36,-5,Y,44.834205,-73.890760
12935,ELLENBURG DEPOT,CLINTON,NY,019,36,-5,Y,44.852842,-73.777513
12936,ESSEX,ESSEX,NY,031,36,-5,Y,44.242700,-73.383570
12937,FORT COVINGTON,FRANKLIN,NY,033,36,-5,Y,44.942494,-74.491515
12939,GABRIELS,FRANKLIN,NY,033,36,-5,Y,44.431900,-74.181500
12941,JAY,ESSEX,NY,031,36,-5,Y,44.348410,-73.716226
12942,KEENE,ESSEX,NY,031,36,-5,Y,44.261670,-73.799366
12943,KEENE VALLEY,ESSEX,NY,031,36,-5,Y,44.149662,-73.839083
12944,KEESEVILLE,CLINTON,NY,019,36,-5,Y,44.450550,-73.478573
12945,LAKE CLEAR,FRANKLIN,NY,033,36,-5,Y,44.370400,-74.216826
12946,LAKE PLACID,ESSEX,NY,031,36,-5,Y,44.238930,-73.992546
12949,LAWRENCEVILLE,SAINT LAWRENCE,NY,089,36,-5,Y,44.758900,-74.661300
12950,LEWIS,ESSEX,NY,031,36,-5,Y,44.321230,-73.582082
12952,LYON MOUNTAIN,CLINTON,NY,019,36,-5,Y,44.724757,-73.942992
12953,MALONE,FRANKLIN,NY,033,36,-5,Y,44.739078,-74.243114
12955,LYON MOUNTAIN,CLINTON,NY,019,36,-5,Y,44.790859,-73.965368
12956,MINEVILLE,ESSEX,NY,031,36,-5,Y,44.088047,-73.513332
12957,MOIRA,FRANKLIN,NY,033,36,-5,Y,44.851056,-74.571742
12958,MOOERS,CLINTON,NY,019,36,-5,Y,44.959030,-73.587016
12959,MOOERS FORKS,CLINTON,NY,019,36,-5,Y,44.958096,-73.715667
12960,MORIAH,ESSEX,NY,031,36,-5,Y,44.024892,-73.542767
12961,MORIAH CENTER,ESSEX,NY,031,36,-5,Y,44.063927,-73.572146
12962,MORRISONVILLE,CLINTON,NY,019,36,-5,Y,44.708236,-73.594494
12964,NEW RUSSIA,ESSEX,NY,031,36,-5,Y,44.145283,-73.607234
12965,NICHOLVILLE,SAINT LAWRENCE,NY,089,36,-5,Y,44.724890,-74.684638
12966,NORTH BANGOR,FRANKLIN,NY,033,36,-5,Y,44.805877,-74.419299
12967,NORTH LAWRENCE,SAINT LAWRENCE,NY,089,36,-5,Y,44.756568,-74.662461
12969,OWLS HEAD,FRANKLIN,NY,033,36,-5,Y,44.717701,-74.076502
12970,PAUL SMITHS,FRANKLIN,NY,033,36,-5,Y,44.478665,-74.257305
12972,PERU,CLINTON,NY,019,36,-5,Y,44.549220,-73.529348
12973,PIERCEFIELD,SAINT LAWRENCE,NY,089,36,-5,Y,44.242368,-74.565987
12974,PORT HENRY,ESSEX,NY,031,36,-5,Y,44.055588,-73.460534
12975,PORT KENT,ESSEX,NY,031,36,-5,Y,44.528300,-73.407500
12976,RAINBOW LAKE,FRANKLIN,NY,033,36,-5,Y,44.466700,-74.173500
12977,RAY BROOK,ESSEX,NY,031,36,-5,Y,44.300000,-74.085600
12978,REDFORD,CLINTON,NY,019,36,-5,Y,44.619835,-73.800198
12979,ROUSES POINT,CLINTON,NY,019,36,-5,Y,44.987371,-73.369560
12980,SAINT REGIS FALLS,FRANKLIN,NY,033,36,-5,Y,44.469017,-74.521970
12981,SARANAC,CLINTON,NY,019,36,-5,Y,44.645012,-73.815199
12983,SARANAC LAKE,FRANKLIN,NY,033,36,-5,Y,44.350481,-74.248606
12985,SCHUYLER FALLS,CLINTON,NY,019,36,-5,Y,44.561287,-73.708978
12986,TUPPER LAKE,FRANKLIN,NY,033,36,-5,Y,44.241752,-74.375204
12987,UPPER JAY,ESSEX,NY,031,36,-5,Y,44.321046,-73.768032
12989,VERMONTVILLE,FRANKLIN,NY,033,36,-5,Y,44.528966,-74.108760
12992,WEST CHAZY,CLINTON,NY,019,36,-5,Y,44.822716,-73.523113
12993,WESTPORT,ESSEX,NY,031,36,-5,Y,44.192866,-73.442076
12995,WHIPPLEVILLE,FRANKLIN,NY,033,36,-5,Y,44.809900,-74.262400
12996,WILLSBORO,ESSEX,NY,031,36,-5,Y,44.365018,-73.392459
12997,WILMINGTON,ESSEX,NY,031,36,-5,Y,44.390296,-73.840573
12998,WITHERBEE,ESSEX,NY,031,36,-5,Y,44.083100,-73.537900
13020,APULIA STATION,ONONDAGA,NY,067,36,-5,Y,42.818900,-76.072500
13021,AUBURN,CAYUGA,NY,011,36,-5,Y,42.912872,-76.572442
13022,AUBURN,CAYUGA,NY,011,36,-5,Y,42.931900,-76.566500
13024,AUBURN,CAYUGA,NY,011,36,-5,Y,42.931900,-76.566500
13026,AURORA,CAYUGA,NY,011,36,-5,Y,42.742234,-76.666104
13027,BALDWINSVILLE,ONONDAGA,NY,067,36,-5,Y,43.162754,-76.363704
13028,BERNHARDS BAY,OSWEGO,NY,075,36,-5,Y,43.296793,-75.932522
13029,BREWERTON,ONONDAGA,NY,067,36,-5,Y,43.231938,-76.140698
13030,BRIDGEPORT,ONONDAGA,NY,067,36,-5,Y,43.156396,-75.947712
13031,CAMILLUS,ONONDAGA,NY,067,36,-5,Y,43.048294,-76.296796
13032,CANASTOTA,MADISON,NY,053,36,-5,Y,43.070968,-75.761910
13033,CATO,CAYUGA,NY,011,36,-5,Y,43.190550,-76.576220
13034,CAYUGA,CAYUGA,NY,011,36,-5,Y,42.925384,-76.683365
13035,CAZENOVIA,MADISON,NY,053,36,-5,Y,42.943645,-75.810715
13036,CENTRAL SQUARE,OSWEGO,NY,075,36,-5,Y,43.326130,-76.172597
13037,CHITTENANGO,MADISON,NY,053,36,-5,Y,43.058138,-75.866000
13039,CICERO,ONONDAGA,NY,067,36,-5,Y,43.165084,-76.068656
13040,CINCINNATUS,CORTLAND,NY,023,36,-5,Y,42.572438,-75.919162
13041,CLAY,ONONDAGA,NY,067,36,-5,Y,43.195234,-76.202254
13042,CLEVELAND,OSWEGO,NY,075,36,-5,Y,43.235718,-75.831250
13043,CLOCKVILLE,MADISON,NY,053,36,-5,Y,43.041400,-75.745300
13044,CONSTANTIA,OSWEGO,NY,075,36,-5,Y,43.267903,-76.005012
13045,CORTLAND,CORTLAND,NY,023,36,-5,Y,42.611408,-76.178988
13051,DELPHI FALLS,ONONDAGA,NY,067,36,-5,Y,42.876700,-75.913700
13052,DE RUYTER,MADISON,NY,053,36,-5,Y,42.705280,-75.872545
13053,DRYDEN,TOMPKINS,NY,109,36,-5,Y,42.476063,-76.270066
13054,DURHAMVILLE,ONEIDA,NY,065,36,-5,Y,43.163988,-75.656017
13056,EAST HOMER,CORTLAND,NY,023,36,-5,Y,42.666200,-76.101800
13057,EAST SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.096874,-76.041670
13060,ELBRIDGE,ONONDAGA,NY,067,36,-5,Y,43.030547,-76.414493
13061,ERIEVILLE,MADISON,NY,053,36,-5,Y,42.850764,-75.756362
13062,ETNA,TOMPKINS,NY,109,36,-5,Y,42.487876,-76.378930
13063,FABIUS,ONONDAGA,NY,067,36,-5,Y,42.855738,-75.977624
13064,FAIR HAVEN,CAYUGA,NY,011,36,-5,Y,43.316700,-76.702600
13065,FAYETTE,SENECA,NY,099,36,-5,Y,42.814400,-76.809500
13066,FAYETTEVILLE,ONONDAGA,NY,067,36,-5,Y,43.030830,-75.999431
13068,FREEVILLE,TOMPKINS,NY,109,36,-5,Y,42.494018,-76.372300
13069,FULTON,OSWEGO,NY,075,36,-5,Y,43.331042,-76.375630
13071,GENOA,CAYUGA,NY,011,36,-5,Y,42.675581,-76.537805
13072,GEORGETOWN,MADISON,NY,053,36,-5,Y,42.760656,-75.763142
13073,GROTON,TOMPKINS,NY,109,36,-5,Y,42.586974,-76.393344
13074,HANNIBAL,OSWEGO,NY,075,36,-5,Y,43.319064,-76.547142
13076,HASTINGS,OSWEGO,NY,075,36,-5,Y,43.354502,-76.155522
13077,HOMER,CORTLAND,NY,023,36,-5,Y,42.719260,-76.187472
13078,JAMESVILLE,ONONDAGA,NY,067,36,-5,Y,42.968135,-76.057824
13080,JORDAN,ONONDAGA,NY,067,36,-5,Y,43.090230,-76.463383
13081,KING FERRY,CAYUGA,NY,011,36,-5,Y,42.675273,-76.630913
13082,KIRKVILLE,ONONDAGA,NY,067,36,-5,Y,43.102228,-75.941008
13083,LACONA,OSWEGO,NY,075,36,-5,Y,43.642648,-76.002186
13084,LA FAYETTE,ONONDAGA,NY,067,36,-5,Y,42.891059,-76.118980
13087,LITTLE YORK,CORTLAND,NY,023,36,-5,Y,42.695500,-76.164800
13088,LIVERPOOL,ONONDAGA,NY,067,36,-5,Y,43.107040,-76.201909
13089,LIVERPOOL,ONONDAGA,NY,067,36,-5,Y,43.106400,-76.218100
13090,LIVERPOOL,ONONDAGA,NY,067,36,-5,Y,43.149089,-76.206060
13092,LOCKE,CAYUGA,NY,011,36,-5,Y,42.654696,-76.405006
13093,LYCOMING,OSWEGO,NY,075,36,-5,Y,43.498900,-76.386100
13101,MC GRAW,CORTLAND,NY,023,36,-5,Y,42.601556,-76.063912
13102,MC LEAN,TOMPKINS,NY,109,36,-5,Y,42.551600,-76.283400
13103,MALLORY,OSWEGO,NY,075,36,-5,Y,43.325590,-76.094584
13104,MANLIUS,ONONDAGA,NY,067,36,-5,Y,42.958747,-75.963326
13107,MAPLE VIEW,OSWEGO,NY,075,36,-5,Y,43.460700,-76.134300
13108,MARCELLUS,ONONDAGA,NY,067,36,-5,Y,42.972357,-76.333408
13110,MARIETTA,ONONDAGA,NY,067,36,-5,Y,42.884308,-76.283488
13111,MARTVILLE,CAYUGA,NY,011,36,-5,Y,43.257336,-76.624932
13112,MEMPHIS,ONONDAGA,NY,067,36,-5,Y,43.097650,-76.414502
13113,MERIDIAN,CAYUGA,NY,011,36,-5,Y,43.165800,-76.537400
13114,MEXICO,OSWEGO,NY,075,36,-5,Y,43.464822,-76.242788
13115,MINETTO,OSWEGO,NY,075,36,-5,Y,43.398100,-76.477900
13116,MINOA,ONONDAGA,NY,067,36,-5,Y,43.070366,-76.004139
13117,MONTEZUMA,CAYUGA,NY,011,36,-5,Y,43.010100,-76.703800
13118,MORAVIA,CAYUGA,NY,011,36,-5,Y,42.757616,-76.406184
13119,MOTTVILLE,ONONDAGA,NY,067,36,-5,Y,42.973700,-76.442900
13120,NEDROW,ONONDAGA,NY,067,36,-5,Y,42.949152,-76.184972
13121,NEW HAVEN,OSWEGO,NY,075,36,-5,Y,43.479800,-76.315700
13122,NEW WOODSTOCK,MADISON,NY,053,36,-5,Y,42.815389,-75.861046
13123,NORTH BAY,ONEIDA,NY,065,36,-5,Y,43.230300,-75.748600
13124,NORTH PITCHER,CHENANGO,NY,017,36,-5,Y,42.656378,-75.826612
13126,OSWEGO,OSWEGO,NY,075,36,-5,Y,43.434626,-76.453659
13131,PARISH,OSWEGO,NY,075,36,-5,Y,43.415450,-76.099378
13132,PENNELLVILLE,OSWEGO,NY,075,36,-5,Y,43.262070,-76.245587
13134,PETERBORO,MADISON,NY,053,36,-5,Y,42.959700,-75.684200
13135,PHOENIX,OSWEGO,NY,075,36,-5,Y,43.265397,-76.348208
13136,PITCHER,CHENANGO,NY,017,36,-5,Y,42.609220,-75.839453
13137,PLAINVILLE,ONONDAGA,NY,067,36,-5,Y,43.159300,-76.447500
13138,POMPEY,ONONDAGA,NY,067,36,-5,Y,42.906400,-76.013100
13139,POPLAR RIDGE,CAYUGA,NY,011,36,-5,Y,42.738600,-76.618600
13140,PORT BYRON,CAYUGA,NY,011,36,-5,Y,43.059028,-76.654283
13141,PREBLE,CORTLAND,NY,023,36,-5,Y,42.776813,-76.196415
13142,PULASKI,OSWEGO,NY,075,36,-5,Y,43.566278,-76.136330
13143,RED CREEK,WAYNE,NY,117,36,-5,Y,43.235822,-76.709256
13144,RICHLAND,OSWEGO,NY,075,36,-5,Y,43.574704,-75.964413
13145,SANDY CREEK,OSWEGO,NY,075,36,-5,Y,43.653234,-76.124798
13146,SAVANNAH,WAYNE,NY,117,36,-5,Y,43.089946,-76.762590
13147,SCIPIO CENTER,CAYUGA,NY,011,36,-5,Y,42.776028,-76.556644
13148,SENECA FALLS,SENECA,NY,099,36,-5,Y,42.909495,-76.782209
13152,SKANEATELES,ONONDAGA,NY,067,36,-5,Y,42.903872,-76.357025
13153,SKANEATELES FALLS,ONONDAGA,NY,067,36,-5,Y,42.997800,-76.459800
13154,SOUTH BUTLER,WAYNE,NY,117,36,-5,Y,43.131400,-76.766300
13155,SOUTH OTSELIC,CHENANGO,NY,017,36,-5,Y,42.655490,-75.759319
13156,STERLING,CAYUGA,NY,011,36,-5,Y,43.348230,-76.668256
13157,SYLVAN BEACH,ONEIDA,NY,065,36,-5,Y,43.208600,-75.729200
13158,TRUXTON,CORTLAND,NY,023,36,-5,Y,42.730228,-75.980954
13159,TULLY,ONONDAGA,NY,067,36,-5,Y,42.806833,-76.121201
13160,UNION SPRINGS,CAYUGA,NY,011,36,-5,Y,42.834680,-76.661730
13162,VERONA BEACH,ONEIDA,NY,065,36,-5,Y,43.190800,-75.729500
13163,WAMPSVILLE,MADISON,NY,053,36,-5,Y,43.078900,-75.707400
13164,WARNERS,ONONDAGA,NY,067,36,-5,Y,43.098075,-76.322819
13165,WATERLOO,SENECA,NY,099,36,-5,Y,42.912935,-76.882168
13166,WEEDSPORT,CAYUGA,NY,011,36,-5,Y,43.074827,-76.548134
13167,WEST MONROE,OSWEGO,NY,075,36,-5,Y,43.304620,-76.055138
13201,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.049900,-76.150600
13202,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.043080,-76.150601
13203,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.061855,-76.137746
13204,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.055800,-76.176034
13205,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.006107,-76.141316
13206,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.072982,-76.104350
13207,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.008824,-76.170313
13208,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.074928,-76.144176
13209,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.089042,-76.254004
13210,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.029922,-76.126225
13211,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.105746,-76.119808
13212,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.119318,-76.126930
13214,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.039156,-76.072699
13215,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,42.971401,-76.232172
13217,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.049900,-76.133700
13218,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.049900,-76.133700
13219,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.040518,-76.223225
13220,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.051800,-76.153300
13221,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.049900,-76.150600
13224,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.038374,-76.099096
13225,SYRACUSE,ONONDAGA,NY,067,36,-5,Y,43.048200,-76.147900
